,"野間 宏範","FMSにおける搬送システムの運行管理法に関する研究",
,"新谷 尚志","パーソナル・コンピュータによる３次元ロボット動作シミュレータに関する基礎研究",
,"大前 敏宏","３次元外照射治療計画システム(CATRIS-RTP)の原体放射治療への適用",
,"明野 和彦","２次元ディジタルフィルタの周波数領域設計に関する研究",
,"中尾 正","n人協力ゲームにおける辞書式順序解の概念の展開とその応用",
,"森田 徹","多目的非線形計画問題に対する基礎領域を用いた対話型ファジィ意思決定手法",
,"綿谷 泰典","ロータリーラック式保管設備の計画・管理法とその評価",
1984,S59,3,
,"松井 秀樹","ロボット動作シミュレータに関する基礎研究",
,"澤田 清","FMSシミュレータにおけるデータ入出力グラフィックス",
,"寺前 章","気管支造影像の３次元化処理に関する基礎研究",
,"大村 佳也子","FMSにおける搬送システムのシミュレーション・モデル",
,"岡村 貞範","中途打切り寿命データに基づくパーセント点推定と損失関数",
,"原 昌己","ファジィ満足化領域に基づく対話型多目的意思決定とその応用",
,"藤本 晶士","大規模システムの分散制御によるサーボ系の設計",
,"岡 幸彦","多目的非線形計画問題に対する対話型ファジィ目標計画法とその応用",
,"大佐賀 広幸","n人協力ゲームにおける不満の差を考慮した非線形制御系の設計",
,"畑中 卓己","FMSにおけるパレットプール最適運用法に関する研究",
1983,S58,3,
,"凪 孝","割り込み優先度をもつ後着順サービス待ち行列の特性",
,"南後 裕二","多目的非線形計画問題に対する対話型ファジィ意思決定手法とその応用",
,"吉川 隆敏","混合生産におけるスケジューリング効果のシミュレーション解析連立一次方程式の並列計算に関する研究",
,"左納 匡","３次元外照射治療計画システム(CATRIS-RTP)の回転照射治療への適応",
,"北 輝秀","英文印刷文字認識に関する基礎研究",
,"金澤 典一","画像処理技術を援用するゴム材のパラメータ同定",
,"藤田 幸祐","重み係数法に基づく対話型多目的ファジィ意志決定手法とその応用",
,"金川 明弘","指数分布型１回抜取検査方式の設計とその応用",
,"藤井 三喜男","バイプレーン脳血管造影像に基づく血管断面形状の推定",
1982,S57,3,
,"松岡 宏志","生産システムシミュレータPSS-1-TSSの開発と機能充実",
,"湯峯 亨","多目的線形分数計画問題における対話型ファジィ意志決定手法",
,"渋谷 真","直列型待ち行列システムにおけるバッファ容量配分に関する研究",
,"西崎 一郎","ファジィ多属性効用解析とその応用",
,"松下 弘和","３次元放射線治療計画システムの総合化",
,"正木 裕之","定期保守を行う計算機システムにおける対話型多目的保守設計",
,"桑原 誠司","スペース・タイムシリーズ解析とその応用え",
,"鎌田 悦輔","マイクロコンピュータによる文献検索システム",
,"豊福 正人","パラメータ値の不確実性を考慮した予防保全計画に関する研究",
,"千田 治雄","多目的線形計画問題における対話型意志決定手法とその応用",
,"中西 慎治","バイプレーン脳血管造影像に基づく血流量測定の試み",
1981,S56,3,
,"中井 裕司","納期を考慮した最小費用スケジューリング問題における発見的方法に関する研究",
,"岡本 幸弘","対話型計算機プログラムによる多目的保全システム設計",
,"多田 和照","多属性効用解析に基づく組織の満足度評価",
,"野村 訓弘","３次元外照射治療計画システムの開発",
,"平田 小百合","矩形距離に基づく施設配置割当問題の分割アルゴリズム",
,"高木 雅一","生産システム・シミュレータP.S.S.-1の開発",
,"吉村 雅夫","脳血管造影像に基づく血管３次元像構成表示に関する基礎研究",
,"市川 宏一","多業種の集積効果を考慮した立地計画に関する研究",
,"森 直宏","増大重み係数法に基づく対話型多目的意志決定",
1980,S55,3,
,"福島 敏行","ワイブル分布のベイズ解析に関する研究",
,"矢野 均","多目的意志決定のための対話型計算機プログラム：ISPOT",
,"鈴木 善晴","多変量時系列解析の手法とその応用に関する研究",
,"牟礼 宏","３次元内照射治療計画システムに関する研究",
,"上田 豊一","対話型多属性効用解析プログラムと大阪府泉北地域の産業問題への適用",
,"木村 亨","対話型計算機プログラムによる多目的信頼性設計",
,"大野 誠一","多行程生産システムにおけるスケジューリングに関するシミュレーシュン研究",
1979,S54,3,
,"新明 善彦","一工程並列処理システムにおけるディスパッチングルールに関する基礎研究",
,"高重 道雄","脳波の時系列解析に関する基礎研究",
,"小山 雅也","肝シンチグラムを用いたび慢性肝疾患の自動鑑別診断に関する研究",
,"伊藤 浩次","直列システムにおける対話型多目的最適信頼性設計",
,"平野 邦彦","多機械多行程フローショップ問題における発見的スケジュール法に関する研究",
,"波多 彰","多機械多行程フローショップ問題におけるディスパッチングルールに関する研究",
,"田住 幸三","非凸性を考慮した対話型多目的意志決定とその水質源問題への応用",
,"林 孝彦","神戸大学CAIシステムにおける会話型テキストエディタの開発",
,"天井 正敏","河川水系に対する長期的広域的な水質管理を行うためのマン・マシーン対話型多目的最適計画モデルの開発",
1978,S53,3,
,"畑間 俊哉","複数デボの最適配置に関する研究",
,"山田 真也","肺機能モデルに関する研究",
,"吉田 稔","コンピュータ断層画像を用いた３次元構造と表示に関する研究",
,"来馬 一穂","対話型多属性効用関数評価プログラムとその応用に関する研究",
,"塚崎 雄一","広告効果のモデリングとシミュレーション",
,"柴崎 三郎","二湾港システムのシミュレーション的研究,－神戸港・大阪港の場合－",
,"吾郷 隆","CADにおける自由曲線，曲面の設計に関する研究",
,"日野山 隆","数学教育用CAIシステムの基本的ソフトウェアの開発",
,"二見 昌剛","数学教育用CAIシステムにおける数式入力の正誤判別に関する研究",
1977,S52,3,
,"北野 仁","マッチ製造工場の生産計画に関する研究,－軸木製造工程について－",
,"吉岡 秀典","CADにおける３次元図形処理に関する研究",
,"山田 国夫","マッチ製造工場の生産計画に関する研究,－箱詰製造工程について－",
,"笹倉 孝之","GRGを用いたSWT法による加古川水系の水資源問題における多目的最適化",
,"河村 英敏","会話型非線形回帰分析システムの開発",
,"荒田 賢司","SWT法による多目的信頼性設計",
,"田井 政好","処理開始可能時刻を考慮した１機械最適順序づけ問題",
1976,S51,3,
,"楠木 俊敬","兵庫県下の地場産業の構造改善,－製鋸業の構造改善－",
,"坂井 敏之","CADにおける二次元図形処理に関する研究",
,"澤田 一哉","多目的最適化に関する研究ならびに生産システムおよび消費システムへの適用",
,"関 尚孝","ベイズ統計学的推論,－会話型システムの開発－",
,"諏訪 辰美","複数個の評価関数をもつ線形システムの多評価シンプレックス法による数値解法",
,"谷 和義","一定時間打切り寿命試験データのベイズ統計学的推論",
,"谷口 人士","兵庫県下の地場産業の構造改善",
,"井之上健","ボーナス・ペナルティを考慮した多機械順序づけ問題",
